,Z,W
1360,113.60,37.51
1361,113.61,37.55
1362,113.62,37.59
1363,113.63,37.63
1364,113.64,37.67
1365,113.65,37.71
1366,113.66,37.75
1367,113.67,37.79
1368,113.68,37.82
1369,113.69,37.86
1370,113.70,37.90
1371,113.71,37.94
1372,113.72,37.98
1373,113.73,38.02
1374,113.74,38.06
1375,113.75,38.10
1376,113.76,38.14
1377,113.77,38.18
1378,113.78,38.22
1379,113.79,38.26
1380,113.80,38.30
1381,113.81,38.34
1382,113.82,38.38
1383,113.83,38.41
1384,113.84,38.45
1385,113.85,38.49
1386,113.86,38.53
1387,113.87,38.57
1388,113.88,38.61
1389,113.89,38.65
1390,113.90,38.69
1391,113.91,38.73
1392,113.92,38.77
1393,113.93,38.81
1394,113.94,38.85
1395,113.95,38.89
1396,113.96,38.93
1397,113.97,38.97
1398,113.98,39.01
1399,113.99,39.05
1400,114.00,39.09
1401,114.01,39.13
1402,114.02,39.17
1403,114.03,39.21
1404,114.04,39.25
1405,114.05,39.29
1406,114.06,39.33
1407,114.07,39.37
1408,114.08,39.41
1409,114.09,39.45
1410,114.10,39.49
1411,114.11,39.53
1412,114.12,39.57
1413,114.13,39.61
1414,114.14,39.65
1415,114.15,39.69
1416,114.16,39.73
1417,114.17,39.77
1418,114.18,39.81
1419,114.19,39.85
1420,114.20,39.89
1421,114.21,39.93
1422,114.22,39.98
1423,114.23,40.02
1424,114.24,40.06
1425,114.25,40.10
1426,114.26,40.14
1427,114.27,40.18
1428,114.28,40.22
1429,114.29,40.26
1430,114.30,40.30
1431,114.31,40.34
1432,114.32,40.38
1433,114.33,40.42
1434,114.34,40.46
1435,114.35,40.50
1436,114.36,40.54
1437,114.37,40.59
1438,114.38,40.63
1439,114.39,40.67
1440,114.40,40.71
1441,114.41,40.75
1442,114.42,40.79
1443,114.43,40.83
1444,114.44,40.87
1445,114.45,40.91
1446,114.46,40.95
1447,114.47,41.00
1448,114.48,41.04
1449,114.49,41.08
1450,114.50,41.12
1451,114.51,41.16
1452,114.52,41.20
1453,114.53,41.24
1454,114.54,41.28
1455,114.55,41.33
1456,114.56,41.37
1457,114.57,41.41
1458,114.58,41.45
1459,114.59,41.49
1460,114.60,41.53
1461,114.61,41.57
1462,114.62,41.62
1463,114.63,41.66
1464,114.64,41.70
1465,114.65,41.74
1466,114.66,41.78
1467,114.67,41.82
1468,114.68,41.86
1469,114.69,41.91
1470,114.70,41.95
1471,114.71,41.99
1472,114.72,42.03
1473,114.73,42.07
1474,114.74,42.11
1475,114.75,42.16
1476,114.76,42.20
1477,114.77,42.24
1478,114.78,42.28
1479,114.79,42.32
1480,114.80,42.37
1481,114.81,42.41
1482,114.82,42.45
1483,114.83,42.49
1484,114.84,42.53
1485,114.85,42.58
1486,114.86,42.62
1487,114.87,42.66
1488,114.88,42.70
1489,114.89,42.74
1490,114.90,42.79
1491,114.91,42.83
1492,114.92,42.87
1493,114.93,42.91
1494,114.94,42.96
1495,114.95,43.00
1496,114.96,43.04
1497,114.97,43.08
1498,114.98,43.13
1499,114.99,43.17
1500,115.00,43.21
1501,115.01,43.25
1502,115.02,43.29
1503,115.03,43.34
1504,115.04,43.38
1505,115.05,43.42
1506,115.06,43.47
1507,115.07,43.51
1508,115.08,43.55
1509,115.09,43.59
1510,115.10,43.64
1511,115.11,43.68
1512,115.12,43.72
1513,115.13,43.76
1514,115.14,43.81
1515,115.15,43.85
1516,115.16,43.89
1517,115.17,43.94
1518,115.18,43.98
1519,115.19,44.02
1520,115.20,44.06
1521,115.21,44.11
1522,115.22,44.15
1523,115.23,44.19
1524,115.24,44.24
1525,115.25,44.28
1526,115.26,44.32
1527,115.27,44.37
1528,115.28,44.41
1529,115.29,44.45
1530,115.30,44.49
1531,115.31,44.54
1532,115.32,44.58
1533,115.33,44.62
1534,115.34,44.67
1535,115.35,44.71
1536,115.36,44.75
1537,115.37,44.80
1538,115.38,44.84
1539,115.39,44.88
1540,115.40,44.93
1541,115.41,44.97
1542,115.42,45.02
1543,115.43,45.06
1544,115.44,45.10
1545,115.45,45.15
1546,115.46,45.19
1547,115.47,45.23
1548,115.48,45.28
1549,115.49,45.32
1550,115.50,45.36
1551,115.51,45.41
1552,115.52,45.45
1553,115.53,45.49
1554,115.54,45.54
1555,115.55,45.58
1556,115.56,45.63
1557,115.57,45.67
1558,115.58,45.71
1559,115.59,45.76
1560,115.60,45.80
1561,115.61,45.85
1562,115.62,45.89
1563,115.63,45.93
1564,115.64,45.98
1565,115.65,46.02
1566,115.66,46.07
1567,115.67,46.11
1568,115.68,46.15
1569,115.69,46.20
1570,115.70,46.24
1571,115.71,46.29
1572,115.72,46.33
1573,115.73,46.37
1574,115.74,46.42
1575,115.75,46.46
1576,115.76,46.51
1577,115.77,46.55
1578,115.78,46.60
1579,115.79,46.64
1580,115.80,46.68
1581,115.81,46.73
1582,115.82,46.77
1583,115.83,46.82
1584,115.84,46.86
1585,115.85,46.91
1586,115.86,46.95
1587,115.87,47.00
1588,115.88,47.04
1589,115.89,47.08
1590,115.90,47.13
1591,115.91,47.17
1592,115.92,47.22
1593,115.93,47.26
1594,115.94,47.31
1595,115.95,47.35
1596,115.96,47.40
1597,115.97,47.44
1598,115.98,47.49
1599,115.99,47.53
1600,116.00,47.58
1601,116.01,47.62
1602,116.02,47.67
1603,116.03,47.71
1604,116.04,47.76
1605,116.05,47.80
1606,116.06,47.85
1607,116.07,47.89
1608,116.08,47.94
1609,116.09,47.98
1610,116.10,48.03
1611,116.11,48.07
1612,116.12,48.12
1613,116.13,48.16
1614,116.14,48.21
1615,116.15,48.25
1616,116.16,48.30
1617,116.17,48.34
1618,116.18,48.39
1619,116.19,48.43
1620,116.20,48.48
1621,116.21,48.52
1622,116.22,48.57
1623,116.23,48.61
1624,116.24,48.66
1625,116.25,48.70
1626,116.26,48.75
1627,116.27,48.79
1628,116.28,48.84
1629,116.29,48.88
1630,116.30,48.93
1631,116.31,48.98
1632,116.32,49.02
1633,116.33,49.07
1634,116.34,49.11
1635,116.35,49.16
1636,116.36,49.20
1637,116.37,49.25
1638,116.38,49.29
1639,116.39,49.34
1640,116.40,49.38
1641,116.41,49.43
1642,116.42,49.48
1643,116.43,49.52
1644,116.44,49.57
1645,116.45,49.61
1646,116.46,49.66
1647,116.47,49.70
1648,116.48,49.75
1649,116.49,49.80
1650,116.50,49.84
1651,116.51,49.89
1652,116.52,49.93
1653,116.53,49.98
1654,116.54,50.03
1655,116.55,50.07
1656,116.56,50.12
1657,116.57,50.16
1658,116.58,50.21
1659,116.59,50.26
1660,116.60,50.30
1661,116.61,50.35
1662,116.62,50.39
1663,116.63,50.44
1664,116.64,50.49
1665,116.65,50.53
1666,116.66,50.58
1667,116.67,50.62
1668,116.68,50.67
1669,116.69,50.72
1670,116.70,50.76
1671,116.71,50.81
1672,116.72,50.86
1673,116.73,50.90
1674,116.74,50.95
1675,116.75,50.99
1676,116.76,51.04
1677,116.77,51.09
1678,116.78,51.13
1679,116.79,51.18
1680,116.80,51.23
1681,116.81,51.27
1682,116.82,51.32
1683,116.83,51.36
1684,116.84,51.41
1685,116.85,51.46
1686,116.86,51.50
1687,116.87,51.55
1688,116.88,51.60
1689,116.89,51.64
1690,116.90,51.69
1691,116.91,51.74
1692,116.92,51.78
1693,116.93,51.83
1694,116.94,51.88
1695,116.95,51.92
1696,116.96,51.97
1697,116.97,52.02
1698,116.98,52.06
1699,116.99,52.11
1700,117.00,52.16
1701,117.01,52.20
1702,117.02,52.25
1703,117.03,52.30
1704,117.04,52.34
1705,117.05,52.39
1706,117.06,52.44
1707,117.07,52.48
1708,117.08,52.53
1709,117.09,52.58
1710,117.10,52.63
1711,117.11,52.67
1712,117.12,52.72
1713,117.13,52.77
1714,117.14,52.81
1715,117.15,52.86
1716,117.16,52.91
1717,117.17,52.95
1718,117.18,53.00
1719,117.19,53.05
1720,117.20,53.10
1721,117.21,53.14
1722,117.22,53.19
1723,117.23,53.24
1724,117.24,53.28
1725,117.25,53.33
1726,117.26,53.38
1727,117.27,53.43
1728,117.28,53.47
1729,117.29,53.52
1730,117.30,53.57
1731,117.31,53.61
1732,117.32,53.66
1733,117.33,53.71
1734,117.34,53.76
1735,117.35,53.80
1736,117.36,53.85
1737,117.37,53.90
1738,117.38,53.95
1739,117.39,53.99
1740,117.40,54.04
1741,117.41,54.09
1742,117.42,54.14
1743,117.43,54.18
1744,117.44,54.23
1745,117.45,54.28
1746,117.46,54.33
1747,117.47,54.37
1748,117.48,54.42
1749,117.49,54.47
1750,117.50,54.52
1751,117.51,54.56
1752,117.52,54.61
1753,117.53,54.66
1754,117.54,54.71
1755,117.55,54.75
1756,117.56,54.80
1757,117.57,54.85
1758,117.58,54.90
1759,117.59,54.95
1760,117.60,54.99
1761,117.61,55.04
1762,117.62,55.09
1763,117.63,55.14
1764,117.64,55.18
1765,117.65,55.23
1766,117.66,55.28
1767,117.67,55.33
1768,117.68,55.38
1769,117.69,55.42
1770,117.70,55.47
1771,117.71,55.52
1772,117.72,55.57
1773,117.73,55.61
1774,117.74,55.66
1775,117.75,55.71
1776,117.76,55.76
1777,117.77,55.81
1778,117.78,55.85
1779,117.79,55.90
1780,117.80,55.95
1781,117.81,56.00
1782,117.82,56.05
1783,117.83,56.09
1784,117.84,56.14
1785,117.85,56.19
1786,117.86,56.24
1787,117.87,56.29
1788,117.88,56.34
1789,117.89,56.38
1790,117.90,56.43
1791,117.91,56.48
1792,117.92,56.53
1793,117.93,56.58
1794,117.94,56.62
1795,117.95,56.67
1796,117.96,56.72
1797,117.97,56.77
1798,117.98,56.82
1799,117.99,56.87
1800,118.00,56.91
1801,118.01,56.96
1802,118.02,57.01
1803,118.03,57.06
1804,118.04,57.11
1805,118.05,57.16
1806,118.06,57.20
1807,118.07,57.25
1808,118.08,57.30
1809,118.09,57.35
1810,118.10,57.40
1811,118.11,57.45
1812,118.12,57.50
1813,118.13,57.54
1814,118.14,57.59
1815,118.15,57.64
1816,118.16,57.69
1817,118.17,57.74
1818,118.18,57.79
1819,118.19,57.83
1820,118.20,57.88
1821,118.21,57.93
1822,118.22,57.98
1823,118.23,58.03
1824,118.24,58.08
1825,118.25,58.13
1826,118.26,58.18
1827,118.27,58.22
1828,118.28,58.27
1829,118.29,58.32
1830,118.30,58.37
1831,118.31,58.42
1832,118.32,58.47
1833,118.33,58.52
1834,118.34,58.56
1835,118.35,58.61
1836,118.36,58.66
1837,118.37,58.71
1838,118.38,58.76
1839,118.39,58.81
1840,118.40,58.86
1841,118.41,58.91
1842,118.42,58.96
1843,118.43,59.00
1844,118.44,59.05
1845,118.45,59.10
1846,118.46,59.15
1847,118.47,59.20
1848,118.48,59.25
1849,118.49,59.30
1850,118.50,59.35
1851,118.51,59.40
1852,118.52,59.44
1853,118.53,59.49
1854,118.54,59.54
1855,118.55,59.59
1856,118.56,59.64
1857,118.57,59.69
1858,118.58,59.74
1859,118.59,59.79
1860,118.60,59.84
1861,118.61,59.89
1862,118.62,59.94
1863,118.63,59.98
1864,118.64,60.03
1865,118.65,60.08
1866,118.66,60.13
1867,118.67,60.18
1868,118.68,60.23
1869,118.69,60.28
1870,118.70,60.33
1871,118.71,60.38
1872,118.72,60.43
1873,118.73,60.48
1874,118.74,60.52
1875,118.75,60.57
1876,118.76,60.62
1877,118.77,60.67
1878,118.78,60.72
1879,118.79,60.77
1880,118.80,60.82
1881,118.81,60.87
1882,118.82,60.92
1883,118.83,60.97
1884,118.84,61.02
1885,118.85,61.07
1886,118.86,61.12
1887,118.87,61.17
1888,118.88,61.22
1889,118.89,61.26
1890,118.90,61.31
1891,118.91,61.36
1892,118.92,61.41
1893,118.93,61.46
1894,118.94,61.51
1895,118.95,61.56
1896,118.96,61.61
1897,118.97,61.66
1898,118.98,61.71
1899,118.99,61.76
1900,119.00,61.81
1901,119.01,61.86
1902,119.02,61.91
1903,119.03,61.96
1904,119.04,62.01
1905,119.05,62.06
1906,119.06,62.11
1907,119.07,62.16
1908,119.08,62.20
1909,119.09,62.25
1910,119.10,62.30
1911,119.11,62.35
1912,119.12,62.40
1913,119.13,62.45
1914,119.14,62.50
1915,119.15,62.55
1916,119.16,62.60
1917,119.17,62.65
1918,119.18,62.70
1919,119.19,62.75
1920,119.20,62.80
1921,119.21,62.85
1922,119.22,62.90
1923,119.23,62.95
1924,119.24,63.00
1925,119.25,63.05
1926,119.26,63.10
1927,119.27,63.15
1928,119.28,63.20
1929,119.29,63.25
1930,119.30,63.30
1931,119.31,63.35
1932,119.32,63.40
1933,119.33,63.45
1934,119.34,63.50
1935,119.35,63.55
1936,119.36,63.60
1937,119.37,63.65
1938,119.38,63.70
1939,119.39,63.75
1940,119.40,63.80
1941,119.41,63.85
1942,119.42,63.90
1943,119.43,63.95
1944,119.44,63.99
1945,119.45,64.04
1946,119.46,64.09
1947,119.47,64.14
1948,119.48,64.19
1949,119.49,64.24
1950,119.50,64.29
1951,119.51,64.34
1952,119.52,64.39
1953,119.53,64.44
1954,119.54,64.49
1955,119.55,64.54
1956,119.56,64.59
1957,119.57,64.64
1958,119.58,64.69
1959,119.59,64.74
1960,119.60,64.79
1961,119.61,64.84
1962,119.62,64.89
1963,119.63,64.94
1964,119.64,64.99
1965,119.65,65.04
1966,119.66,65.09
1967,119.67,65.14
1968,119.68,65.19
1969,119.69,65.24
1970,119.70,65.29
1971,119.71,65.34
1972,119.72,65.39
1973,119.73,65.44
1974,119.74,65.49
1975,119.75,65.55
1976,119.76,65.60
1977,119.77,65.65
1978,119.78,65.70
1979,119.79,65.75
1980,119.80,65.80
1981,119.81,65.85
1982,119.82,65.90
1983,119.83,65.95
1984,119.84,66.00
1985,119.85,66.05
1986,119.86,66.10
1987,119.87,66.15
1988,119.88,66.20
1989,119.89,66.25
1990,119.90,66.30
1991,119.91,66.35
1992,119.92,66.40
1993,119.93,66.45
1994,119.94,66.50
1995,119.95,66.55
1996,119.96,66.60
1997,119.97,66.65
1998,119.98,66.70
1999,119.99,66.75
2000,120.00,66.80
2001,120.01,66.85
2002,120.02,66.90
2003,120.03,66.95
2004,120.04,67.00
2005,120.05,67.05
2006,120.06,67.10
2007,120.07,67.15
2008,120.08,67.20
2009,120.09,67.25
2010,120.10,67.30
2011,120.11,67.35
2012,120.12,67.40
2013,120.13,67.45
2014,120.14,67.50
2015,120.15,67.55
2016,120.16,67.61
2017,120.17,67.66
2018,120.18,67.71
2019,120.19,67.76
2020,120.20,67.81
2021,120.21,67.86
2022,120.22,67.91
2023,120.23,67.96
2024,120.24,68.01
2025,120.25,68.06
2026,120.26,68.11
2027,120.27,68.16
2028,120.28,68.21
2029,120.29,68.26
2030,120.30,68.31
2031,120.31,68.36
2032,120.32,68.41
2033,120.33,68.46
2034,120.34,68.51
2035,120.35,68.56
2036,120.36,68.61
2037,120.37,68.66
2038,120.38,68.72
2039,120.39,68.77
2040,120.40,68.82
2041,120.41,68.87
2042,120.42,68.92
2043,120.43,68.97
2044,120.44,69.02
2045,120.45,69.07
2046,120.46,69.12
2047,120.47,69.17
2048,120.48,69.22
2049,120.49,69.27
2050,120.50,69.32
2051,120.51,69.37
2052,120.52,69.42
2053,120.53,69.47
2054,120.54,69.52
2055,120.55,69.58
2056,120.56,69.63
2057,120.57,69.68
2058,120.58,69.73
2059,120.59,69.78
2060,120.60,69.83
2061,120.61,69.88
2062,120.62,69.93
2063,120.63,69.98
2064,120.64,70.03
2065,120.65,70.08
2066,120.66,70.13
2067,120.67,70.18
2068,120.68,70.23
2069,120.69,70.29
2070,120.70,70.34
2071,120.71,70.39
2072,120.72,70.44
2073,120.73,70.49
2074,120.74,70.54
2075,120.75,70.59
2076,120.76,70.64
2077,120.77,70.69
2078,120.78,70.74
2079,120.79,70.79
2080,120.80,70.84
2081,120.81,70.90
2082,120.82,70.95
2083,120.83,71.00
2084,120.84,71.05
2085,120.85,71.10
2086,120.86,71.15
2087,120.87,71.20
2088,120.88,71.25
2089,120.89,71.30
2090,120.90,71.35
2091,120.91,71.41
2092,120.92,71.46
2093,120.93,71.51
2094,120.94,71.56
2095,120.95,71.61
2096,120.96,71.66
2097,120.97,71.71
2098,120.98,71.76
2099,120.99,71.81
2100,121.00,71.86
2101,121.01,71.92
2102,121.02,71.97
2103,121.03,72.02
2104,121.04,72.07
2105,121.05,72.12
2106,121.06,72.17
2107,121.07,72.22
2108,121.08,72.27
2109,121.09,72.32
2110,121.10,72.38
2111,121.11,72.43
2112,121.12,72.48
2113,121.13,72.53
2114,121.14,72.58
2115,121.15,72.63
2116,121.16,72.68
2117,121.17,72.73
2118,121.18,72.79
2119,121.19,72.84
2120,121.20,72.89
2121,121.21,72.94
2122,121.22,72.99
2123,121.23,73.04
2124,121.24,73.09
2125,121.25,73.15
2126,121.26,73.20
2127,121.27,73.25
2128,121.28,73.30
2129,121.29,73.35
2130,121.30,73.40
2131,121.31,73.45
2132,121.32,73.51
2133,121.33,73.56
2134,121.34,73.61
2135,121.35,73.66
2136,121.36,73.71
2137,121.37,73.76
2138,121.38,73.81
2139,121.39,73.87
2140,121.40,73.92
2141,121.41,73.97
2142,121.42,74.02
2143,121.43,74.07
2144,121.44,74.12
2145,121.45,74.18
2146,121.46,74.23
2147,121.47,74.28
2148,121.48,74.33
2149,121.49,74.38
2150,121.50,74.43
2151,121.51,74.48
2152,121.52,74.54
2153,121.53,74.59
2154,121.54,74.64
2155,121.55,74.69
2156,121.56,74.74
2157,121.57,74.80
2158,121.58,74.85
2159,121.59,74.90
2160,121.60,74.95
2161,121.61,75.00
2162,121.62,75.05
2163,121.63,75.11
2164,121.64,75.16
2165,121.65,75.21
2166,121.66,75.26
2167,121.67,75.31
2168,121.68,75.37
2169,121.69,75.42
2170,121.70,75.47
2171,121.71,75.52
2172,121.72,75.57
2173,121.73,75.63
2174,121.74,75.68
2175,121.75,75.73
2176,121.76,75.78
2177,121.77,75.83
2178,121.78,75.89
2179,121.79,75.94
2180,121.80,75.99
2181,121.81,76.04
2182,121.82,76.09
2183,121.83,76.15
2184,121.84,76.20
2185,121.85,76.25
2186,121.86,76.30
2187,121.87,76.35
2188,121.88,76.41
2189,121.89,76.46
2190,121.90,76.51
2191,121.91,76.56
2192,121.92,76.62
2193,121.93,76.67
2194,121.94,76.72
2195,121.95,76.77
2196,121.96,76.82
2197,121.97,76.88
2198,121.98,76.93
2199,121.99,76.98
2200,122.00,77.03
2201,122.01,77.09
2202,122.02,77.14
2203,122.03,77.19
2204,122.04,77.24
2205,122.05,77.30
2206,122.06,77.35
2207,122.07,77.40
2208,122.08,77.45
2209,122.09,77.51
2210,122.10,77.56
2211,122.11,77.61
2212,122.12,77.66
2213,122.13,77.72
2214,122.14,77.77
2215,122.15,77.82
2216,122.16,77.87
2217,122.17,77.93
2218,122.18,77.98
2219,122.19,78.03
2220,122.20,78.08
2221,122.21,78.14
2222,122.22,78.19
2223,122.23,78.24
2224,122.24,78.30
2225,122.25,78.35
2226,122.26,78.40
2227,122.27,78.45
2228,122.28,78.51
2229,122.29,78.56
2230,122.30,78.61
2231,122.31,78.67
2232,122.32,78.72
2233,122.33,78.77
2234,122.34,78.82
2235,122.35,78.88
2236,122.36,78.93
2237,122.37,78.98
2238,122.38,79.04
2239,122.39,79.09
2240,122.40,79.14
2241,122.41,79.19
2242,122.42,79.25
2243,122.43,79.30
2244,122.44,79.35
2245,122.45,79.41
2246,122.46,79.46
2247,122.47,79.51
2248,122.48,79.57
2249,122.49,79.62
2250,122.50,79.67
2251,122.51,79.73
2252,122.52,79.78
2253,122.53,79.83
2254,122.54,79.89
2255,122.55,79.94
2256,122.56,79.99
2257,122.57,80.05
2258,122.58,80.10
2259,122.59,80.15
2260,122.60,80.21
2261,122.61,80.26
2262,122.62,80.31
2263,122.63,80.37
2264,122.64,80.42
2265,122.65,80.47
2266,122.66,80.53
2267,122.67,80.58
2268,122.68,80.63
2269,122.69,80.69
2270,122.70,80.74
2271,122.71,80.79
2272,122.72,80.85
2273,122.73,80.90
2274,122.74,80.95
2275,122.75,81.01
2276,122.76,81.06
2277,122.77,81.12
2278,122.78,81.17
2279,122.79,81.22
2280,122.80,81.28
2281,122.81,81.33
2282,122.82,81.38
2283,122.83,81.44
2284,122.84,81.49
2285,122.85,81.55
2286,122.86,81.60
2287,122.87,81.65
2288,122.88,81.71
2289,122.89,81.76
2290,122.90,81.82
2291,122.91,81.87
2292,122.92,81.92
2293,122.93,81.98
2294,122.94,82.03
2295,122.95,82.09
2296,122.96,82.14
2297,122.97,82.19
2298,122.98,82.25
2299,122.99,82.30
2300,123.00,82.36
2301,123.01,82.41
2302,123.02,82.46
2303,123.03,82.52
2304,123.04,82.57
2305,123.05,82.63
2306,123.06,82.68
2307,123.07,82.73
2308,123.08,82.79
2309,123.09,82.84
2310,123.10,82.90
2311,123.11,82.95
2312,123.12,83.01
2313,123.13,83.06
2314,123.14,83.12
2315,123.15,83.17
2316,123.16,83.22
2317,123.17,83.28
2318,123.18,83.33
2319,123.19,83.39
2320,123.20,83.44
2321,123.21,83.50
2322,123.22,83.55
2323,123.23,83.61
2324,123.24,83.66
2325,123.25,83.71
2326,123.26,83.77
2327,123.27,83.82
2328,123.28,83.88
2329,123.29,83.93
2330,123.30,83.99
2331,123.31,84.04
2332,123.32,84.10
2333,123.33,84.15
2334,123.34,84.21
2335,123.35,84.26
2336,123.36,84.32
2337,123.37,84.37
2338,123.38,84.43
2339,123.39,84.48
2340,123.40,84.54
2341,123.41,84.59
2342,123.42,84.65
2343,123.43,84.70
2344,123.44,84.76
2345,123.45,84.81
2346,123.46,84.87
2347,123.47,84.92
2348,123.48,84.98
2349,123.49,85.03
2350,123.50,85.09
2351,123.51,85.14
2352,123.52,85.20
2353,123.53,85.25
2354,123.54,85.31
2355,123.55,85.36
2356,123.56,85.42
2357,123.57,85.47
2358,123.58,85.53
2359,123.59,85.59
2360,123.60,85.64
2361,123.61,85.70
2362,123.62,85.75
2363,123.63,85.81
2364,123.64,85.86
2365,123.65,85.92
2366,123.66,85.97
2367,123.67,86.03
2368,123.68,86.08
2369,123.69,86.14
2370,123.70,86.20
2371,123.71,86.25
2372,123.72,86.31
2373,123.73,86.36
2374,123.74,86.42
2375,123.75,86.47
2376,123.76,86.53
2377,123.77,86.59
2378,123.78,86.64
2379,123.79,86.70
2380,123.80,86.75
2381,123.81,86.81
2382,123.82,86.86
2383,123.83,86.92
2384,123.84,86.98
2385,123.85,87.03
2386,123.86,87.09
2387,123.87,87.14
2388,123.88,87.20
2389,123.89,87.26
2390,123.90,87.31
2391,123.91,87.37
2392,123.92,87.43
2393,123.93,87.48
2394,123.94,87.54
2395,123.95,87.59
2396,123.96,87.65
2397,123.97,87.71
2398,123.98,87.76
2399,123.99,87.82
2400,124.00,87.88
2401,124.01,87.93
2402,124.02,87.99
2403,124.03,88.04
2404,124.04,88.10
2405,124.05,88.16
2406,124.06,88.21
2407,124.07,88.27
2408,124.08,88.33
2409,124.09,88.38
2410,124.10,88.44
2411,124.11,88.50
2412,124.12,88.55
2413,124.13,88.61
2414,124.14,88.67
2415,124.15,88.72
2416,124.16,88.78
2417,124.17,88.84
2418,124.18,88.89
2419,124.19,88.95
2420,124.20,89.01
2421,124.21,89.06
2422,124.22,89.12
2423,124.23,89.18
2424,124.24,89.23
2425,124.25,89.29
2426,124.26,89.35
2427,124.27,89.41
2428,124.28,89.46
2429,124.29,89.52
2430,124.30,89.58
2431,124.31,89.63
2432,124.32,89.69
2433,124.33,89.75
2434,124.34,89.81
2435,124.35,89.86
2436,124.36,89.92
2437,124.37,89.98
2438,124.38,90.03
2439,124.39,90.09
2440,124.40,90.15
2441,124.41,90.21
2442,124.42,90.26
2443,124.43,90.32
2444,124.44,90.38
2445,124.45,90.44
2446,124.46,90.49
2447,124.47,90.55
2448,124.48,90.61
2449,124.49,90.67
2450,124.50,90.72
2451,124.51,90.78
2452,124.52,90.84
2453,124.53,90.90
2454,124.54,90.95
2455,124.55,91.01
2456,124.56,91.07
2457,124.57,91.13
2458,124.58,91.19
2459,124.59,91.24
2460,124.60,91.30
2461,124.61,91.36
2462,124.62,91.42
2463,124.63,91.48
2464,124.64,91.53
2465,124.65,91.59
2466,124.66,91.65
2467,124.67,91.71
2468,124.68,91.77
2469,124.69,91.82
2470,124.70,91.88
2471,124.71,91.94
2472,124.72,92.00
2473,124.73,92.06
2474,124.74,92.11
2475,124.75,92.17
2476,124.76,92.23
2477,124.77,92.29
2478,124.78,92.35
2479,124.79,92.41
2480,124.80,92.47
2481,124.81,92.52
2482,124.82,92.58
2483,124.83,92.64
2484,124.84,92.70
2485,124.85,92.76
2486,124.86,92.82
2487,124.87,92.88
2488,124.88,92.93
2489,124.89,92.99
2490,124.90,93.05
2491,124.91,93.11
2492,124.92,93.17
2493,124.93,93.23
2494,124.94,93.29
2495,124.95,93.35
2496,124.96,93.40
2497,124.97,93.46
2498,124.98,93.52
2499,124.99,93.58
2500,125.00,93.64
2501,125.01,93.70
2502,125.02,93.76
2503,125.03,93.82
2504,125.04,93.88
2505,125.05,93.94
2506,125.06,93.99
2507,125.07,94.05
2508,125.08,94.11
2509,125.09,94.17
2510,125.10,94.23
2511,125.11,94.29
2512,125.12,94.35
2513,125.13,94.41
2514,125.14,94.47
2515,125.15,94.53
2516,125.16,94.59
2517,125.17,94.65
2518,125.18,94.71
2519,125.19,94.77
2520,125.20,94.83
2521,125.21,94.89
2522,125.22,94.95
2523,125.23,95.01
2524,125.24,95.07
2525,125.25,95.12
2526,125.26,95.18
2527,125.27,95.24
2528,125.28,95.30
2529,125.29,95.36
2530,125.30,95.42
2531,125.31,95.48
2532,125.32,95.54
2533,125.33,95.60
2534,125.34,95.66
2535,125.35,95.72
2536,125.36,95.78
2537,125.37,95.84
2538,125.38,95.90
2539,125.39,95.96
2540,125.40,96.02
2541,125.41,96.08
2542,125.42,96.14
2543,125.43,96.20
2544,125.44,96.27
2545,125.45,96.33
2546,125.46,96.39
2547,125.47,96.45
2548,125.48,96.51
2549,125.49,96.57
2550,125.50,96.63
2551,125.51,96.69
2552,125.52,96.75
2553,125.53,96.81
2554,125.54,96.87
2555,125.55,96.93
2556,125.56,96.99
2557,125.57,97.05
2558,125.58,97.11
2559,125.59,97.17
2560,125.60,97.23
2561,125.61,97.29
2562,125.62,97.35
2563,125.63,97.42
2564,125.64,97.48
2565,125.65,97.54
2566,125.66,97.60
2567,125.67,97.66
2568,125.68,97.72
2569,125.69,97.78
2570,125.70,97.84
2571,125.71,97.90
2572,125.72,97.96
2573,125.73,98.03
2574,125.74,98.09
2575,125.75,98.15
2576,125.76,98.21
2577,125.77,98.27
2578,125.78,98.33
2579,125.79,98.39
2580,125.80,98.45
2581,125.81,98.52
2582,125.82,98.58
